size,cp,description,floor,price,addr_approx,pics,contact,lift,rooms,publicdistance,latitude,longitude,int_ext,deposit,orientation
 80 m² construidos| 75 m² útiles ,48012, "ESTUDIANTES!!, Planta 6ª exterior , 850 eur/mes - ,calle dolores ibárruri| Ametzola| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 2 habitaciones ,?,43.2556447,-2.9410064,
 92 m² construidos| 83 m² útiles ,48014, "Magnífica vivienda de 83 metros cuadrados útiles| distribuídos en 3 habitaciones| salón- comedor muy luminoso con salida a dos terrazas con orientación sur y oeste y vistas completamente depejadas| cocina con salida a terraza con orientacion sureste| baño con bañera y aseo. La vivienda es totalmente exterior y muy luminosa. Tiene calefacción central y para finales de año se pondrá el ascensor., Planta 4ª exterior , 850 eur/mes - ,calle sagrada familia| 5| San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 293 , Sin ascensor , 3 habitaciones ,?,43.2718583,-2.9522742,
 95 m² construidos| 90 m² útiles ,, "ESTUDIANTES!!se alquila piso en en sarriko de 3 dormitorios| sala| cocina y dos baños| llamenos estaremos encantados de poder enseñarselo!!" , Planta 1ª exterior , 850 eur/mes - ,plaza aita patxi| La Ribera-Ibarrekolanda| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 3 habitaciones ,?,43.2756227,-2.9588101,
 90 m² construidos| 75 m² útiles ,, "Vivienda sin amueblar., Planta 2ª exterior , 1.400 eur/mes - ,henao| Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 940 457 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 75 m² construidos| 70 m² útiles ,48003, "se alquila vivienda edificación nueva junto a miribilla| vivienda de 2 dormitorios| salón| cocina y 1 baño| exterior| con parcela de garaje y trastero| incluidos dentro del precio| la vivienda se alquila vacía!! llamenos estaremos encantados de mostrarles la vivienda.." , Planta 2ª exterior , 800 eur/mes - ,miribilla| Bilbao la Vieja| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 2 habitaciones ,?,43.2546769,-2.9257599,
 90 m² construidos| 85 m² útiles ,, "Disponible: amplio piso| exterior en pleno centro del Casco Viejo. Cómodo 1º de altura sin ascensor. Está distribuido en recibidor| amplio salón con balcones al exterior| 2 dormitorios| 2 cuartos de baño| cocina comedor| Calefacción de gas individual., Planta 1ª exterior , 800 eur/mes - ,Casco Viejo| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 943 541 , Sin ascensor , 2 habitaciones ,?,43.2620922,-2.9213408,
 68 m² construidos| 57 m² útiles ,, "Piso en indautxu-amueblado|  Amplio salón De 20 m2|  2 habitaciones| cocina equipada| baño| calefacción de gas individual| ascensor." , Planta 1ª interior , 800 eur/mes - ,Basurtu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 2 habitaciones ,?,43.2601493,-2.9500647,
 75 m² construidos| 70 m² útiles ,, "Piso muy céntrico en la Plaza Arriquibar| junto a la Alhondiga. Se trata de un piso interior y muy silencioso en el centro de Bilbao. Cocina completa y muy espaciosa| baño completo| 2 habitaciones y salón." , Planta 1ª interior , 800 eur/mes - ,urkixo zumarkalea| Alhondiga| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 70 m² construidos| 68 m² útiles ,, "VIVIENDA EN ALQUILER PARA ESTUDIANTES. SALON| 3 HABITACIONES| COCINA Y BAÑO. CALEFACCION Y AGUA CALIENTE ELECTRICAS. EXTERIOR. ASCENSOR" , Planta 2ª exterior , 750 eur/mes - ,Solokoetxe| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 3 habitaciones ,?,43.2567047,-2.9194681,
 60 m² construidos| 57 m² útiles ,, "Disponible piso de dos dormitorios| situado en la 6º planta (con ascensor) de una finca ubicada en Alameda Recalde| junto a la Alhóndiga. Está distribuido en salón-comedor| cocina equipada (con todos los electrodomésticos)| lavadero| dos dormitorios y cuarto de baño. Se entrega amueblado y en perfecto estado| reforma reciente. Muy muy luminoso| las estancias dan a un amplio patio de manzana. Llámanos para organizar una visita!., Planta 6ª interior , 925 eur/mes - ,alameda recalde| Alhondiga| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 628 378 515 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 80 m² construidos| 60 m² útiles ,, "APARTAMENTO PLAZA DEL  ENSANCHE| AMUEBLADO| SALON- HABITACION| COCINA EQUIPADA| BAÑO| AGUA Y CALEFACCION CENTRAL INCLUIDOS EN EL PRECIO| PORTERO EN EL INMUEBLE| MUY BUENA ZONA." , Planta 4ª interior , 900 eur/mes - ,Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 3 habitaciones ,?,43.2630126,-2.9349852,
 150 m² construidos| 138 m² útiles ,, "Piso exclusivo| completamente equipado situado en pleno centro de bilbao(indautxu)| al lado del metro y muy próximo a la estación de autobuses de basurto| se esta realizando pequeña obra para determinar espacios nuevos| se distribuye en 5 habitaciones con mobiliario nuevo a estrenar (somier| colchon etc) y recien pintadas| 4 de ellas son totalmente exteriores de mas de 12m2 cada una y una interior con luz natural a traves de paves| salon comedor| recién pintado| con todo el mobiliario nuevo y electrodomésticos a estrenar| nevera| vitro| campana| lavavajillas| lavadora| microondas| dos baños completos con ducha y mampara| nuevos a estrenar| gabanero en hall de entrada y trastero-almacen en pasillo de 6 m2. La vivienda cuenta con caldera nueva de gas| calefacción en todas las estancias y wifi conexión internet gratis en toda la vivienda." , Planta 1ª exterior , 1.750 eur/mes - ,areiltza doktorearen zumarkalea| Sabino Arana-Jesuitas| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 5 habitaciones ,?,43.2630126,-2.9349852,
 60 m² construidos ,48007, "TRAUKO| piso exterior distribuido en 2 dormitorios| sala| cocina comedor| baño y terraza. Ascensor| calefacción individual de gas natural| luminoso., Planta 4ª exterior , 650 eur/mes - ,calle trauko| Uribarri| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 236 , Con ascensor , 2 habitaciones ,?,43.266637,-2.9194122,
 65 m² construidos| 55 m² útiles ,48002, "Preciosos piso nuevo para entrar a vivir en la zona de Basurto Kastrejana muy cerca del barrio del barrio de Altamira( esta al lado prácticamente)| Bonita vivienda se compone de dos dormitorios sala|cocina|baño y pasillo|Muy acogedora dispone de calefacción gas propano y ventanas de doble cristal puente térmico|completamente exterior con preciosas vistas a gran parte de Bilbao cuenta con la ventaja de estar cerca del centro de la ciudad( a unos 10 minutos de la gran vía) y estar en un ambiente tranquilo a la vez|dispone de aparcamiento completamente gratuito al lado de la vivienda y en toda la zona del barrio| la cual esta perfectamente equipada para sus necesidades básicas tales como Ambulatorio|farmacia|tiendas de alimentación entre otras| ademas esta muy bien comunicado con varias lineas de autobús muy cerca de la vivienda|buena oportunidad|consultemos sin compromiso" , Planta 1ª exterior , 600 eur/mes - ,Altamira- Monte Caramelo| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 700 712 , Sin ascensor , 2 habitaciones ,?,43.2519225,-2.952755,
 95 m² construidos| 90 m² útiles ,, "se alquila vivienda nueva en amezola con parcela de garaje| vivienda de 3 dormitorios| salon| cocina y 2 baños| edificación| nueva con todo tipo de comunidades y adaptaciones| la vivienda se alquila vacía| excepto cocina y baños que estan equipados| llamenos estaremos encantados de enseñársela!!" , Planta 2ª exterior , 1.000 eur/mes - ,calle maría victoria uribe laso| Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 3 habitaciones ,?,43.2383403,-2.9525632,
 100 m² construidos| 98 m² útiles ,, "PISO EXCLUSIVO PARA ESTUDIANTES AMPLIO JUNTO AL METRO DE DOCTOR AREILZA| PROXIMO A TERMIBUS CON PARADA DE BUS DIRECTO A UPV LEIOA.DISTRIBUIDO EN 4 DORMITORIOS | SALÓN|COCINA Y BAÑO.EL PRECIO INCLUYE  LOS GASTOS DE CALEAFACCIÓN CENTRAL.DISPONIBLE A PARTIR DEL 1 DE AGOSTO PERO SE PUEDE VER YA" , Planta 6ª interior , 1.000 eur/mes - ,Zona Indautxu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 217 , Con ascensor , 4 habitaciones ,?,43.2604059,-2.9400718,
 90 m² construidos| 85 m² útiles ,48014, "-Estudiantes-Recién reformado- Amueblado- Exterior- Tres habitaciones- Salón- Cocina equipada- Baño- Lavadora-Terraza - Calefacción- Wifi-Tv-Ascensor- Metro enfrente de casa- Autobuses a la upv a un minuto- Universidad de Deusto a 5 minutos" , Planta 4ª exterior , 1.000 eur/mes - ,ramón y cajal etorbidea| San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 3 habitaciones ,?,43.2727202,-2.9461203,
 90 m² construidos ,, "Piso en Alquiler| Sarriko| 90 m²| salón comedor| 3 habitaciones| 2 baños completos| cocina equipada| calefacción| ascensor| puertas buen estado| ventanas buen estado| suelos madera| luminoso y amueblado. Muy bien comunicado líneas de autobús| metro| tren y cercano a colegios| supermercados| bancos etc. Requisitos: 2 meses de fianza| mes por adelantado e ingresos demostrables" , Planta 2ª exterior , 1.000 eur/mes - ,La Ribera-Ibarrekolanda| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 152 323 , Con ascensor , 3 habitaciones ,?,43.2864067,-2.9960388,
 70 m² construidos| 64 m² útiles ,, "Se alquila piso recién reformado en la zona de Indautxu (Jose Mª Escuza). Son 70 m2 distribuidos en dos habitaciones| con un cuarto de baño completo| cocina equipada y salón comedor. La calefacción es individual por suelo radiante| Es un 6º piso| que aún siendo interior| tiene mucha luminosidad. Edificio con ascensor.Ubicado a pocos minutos de Termibus donde se encuentran todos los medios de transporte. Es una gran oportunidad que no puedes dejar escapar. ​" , Planta 6ª interior , 850 eur/mes - ,calle josé maría de escuza| Sabino Arana-Jesuitas| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 65 m² construidos| 60 m² útiles ,, "PISO CÉNTRICO EN REKALDE| EXTERIOR AMUEBLADO| SALA| 2 HABITACIONES COCINA EQUIPADA| BAÑO COMPLETO CON BAÑERA| ASCENSOR" , Planta 1ª exterior , 690 eur/mes - ,Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 2 habitaciones ,?,43.2383403,-2.9525632,
 75 m² construidos ,, "Vivienda en alquiler en la zona de Tiboli. 3 dormitorios| salón-comedor| cocina equipada y 2 baños. Calefacción ind gas. Terraza. Exterior con ascensor." , Planta 2ª exterior , 850 eur/mes - ,Campo Volantín-Castaños| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 257 , Con ascensor , 3 habitaciones ,?,,exterior, 850 eur/mes - ,,
